x,y,hab,trait
1,1,ridge,2.9308970411540445
2,1,valley,-0.8193833292441236
3,1,valley,-2.2828661399161723
4,1,ridge,4.990228410020827
5,1,valley,-0.9959856455052523
6,1,valley,-0.5740320604513776
7,1,ridge,1.4624537733544032
8,1,ridge,0.5955514204643237
9,1,ridge,1.2560913310547848
10,1,ridge,1.3543267802326358
11,1,ridge,0.5149776625058893
12,1,ridge,2.0178991813637572
13,1,ridge,1.5695172558700614
14,1,valley,-0.1387300877322149
15,1,valley,-1.5397037507216302
16,1,ridge,0.3090673545006203
17,1,ridge,0.8200929654619377
18,1,ridge,1.8582673207069091
19,1,ridge,1.5200244078404908
20,1,valley,-4.852103829138644
21,1,valley,-0.6125800138550852
22,1,ridge,0.9467984493431348
23,1,ridge,0.9119766622611567
24,1,valley,-1.129701928142649
25,1,ridge,1.3998096811560392
1,2,ridge,2.7017793155934005
2,2,ridge,1.2603108346250969
3,2,ridge,1.1629749075394378
4,2,ridge,1.1768223990725977
5,2,ridge,0.1476632904551377
6,2,valley,-0.43022021329290094
7,2,ridge,0.32003278966963855
8,2,ridge,0.3389256772811363
9,2,ridge,0.8603778270359584
10,2,ridge,1.25371025545383
11,2,ridge,0.10721652065506998
12,2,ridge,0.46694913284153183
13,2,ridge,0.5937845291691869
14,2,ridge,0.05508150781846727
15,2,valley,-1.4187955233662324
16,2,valley,-0.3540224644813293
17,2,ridge,0.2035284380530505
18,2,valley,-0.3863178779208406
19,2,valley,0.024299875543226268
20,2,valley,-0.7306253900302395
21,2,valley,0.13564952852475304
22,2,ridge,0.9240102456797926
23,2,ridge,0.09368804229908057
24,2,valley,-0.5625693842457167
25,2,ridge,0.8706400606833928
1,3,ridge,3.6691853245549417
2,3,ridge,1.9908073330847513
3,3,ridge,1.3696047515141747
4,3,ridge,0.7417923385799077
5,3,ridge,-0.5668474658400968
6,3,valley,-0.20981699222492822
7,3,ridge,0.10236807794962188
8,3,ridge,0.6243200570474927
9,3,ridge,0.48585784601796267
10,3,ridge,-0.2377384536352054
11,3,valley,-0.3888975438865463
12,3,ridge,0.488218003268887
13,3,ridge,0.0512476735428854
14,3,ridge,0.8377812639221475
15,3,valley,-0.7034440737557845
16,3,ridge,0.25641669231233455
17,3,valley,-0.2983592801331639
18,3,valley,-0.8290961767772518
19,3,valley,0.15413097374017404
20,3,ridge,0.10356625620864829
21,3,ridge,0.2944927761016973
22,3,ridge,1.3312542015594473
23,3,valley,-0.3896424308155001
24,3,valley,-1.1214214171223476
25,3,valley,-3.861244282823962
1,4,ridge,0.44326745441582005
2,4,ridge,1.6360649375545913
3,4,ridge,0.8845517961127061
4,4,ridge,0.5652060089212545
5,4,ridge,0.28849079748232653
6,4,valley,-0.3113477456634197
7,4,ridge,0.8478528936901271
8,4,valley,-0.4785378108717403
9,4,ridge,0.3505741149553044
10,4,valley,-0.48944783120137475
11,4,valley,-0.006172153304298655
12,4,ridge,0.9621821618647998
13,4,ridge,0.46161938267546565
14,4,ridge,0.435898715573238
15,4,valley,-0.6110609014028411
16,4,ridge,-0.10529079527502883
17,4,valley,-1.305184220435799
18,4,valley,-1.1888069382033997
19,4,valley,-0.5672697003834775
20,4,valley,0.3135438510666356
21,4,ridge,0.030988411528923843
22,4,valley,-0.4415456514597489
23,4,valley,-0.9918978908662537
24,4,valley,-2.0919321375618893
25,4,valley,-4.205708054094216
1,5,valley,-1.015275379103515
2,5,ridge,0.8266136564405914
3,5,ridge,0.8921550711321187
4,5,ridge,0.8130047583574183
5,5,ridge,-0.15222901460776794
6,5,valley,0.27491368377693315
7,5,ridge,0.8897642679771942
8,5,ridge,0.7076554648397728
9,5,ridge,0.026570605284633925
10,5,ridge,0.40910579475346937
11,5,ridge,0.15218886439407311
12,5,ridge,1.4721107073402184
13,5,ridge,0.4154110455799027
14,5,ridge,0.44867845375387605
15,5,ridge,0.22612060831111447
16,5,valley,0.13274152840351472
17,5,valley,-1.1751513075668543
18,5,valley,-0.29829181535952654
19,5,valley,-0.6331354890095857
20,5,valley,-0.9082263365039589
21,5,valley,-0.17421127559285307
22,5,valley,-0.8008867674257564
23,5,valley,-1.0908931377829818
24,5,valley,-1.7701372864604725
25,5,valley,-3.3894558200891325
1,6,valley,-0.18981124361486112
2,6,valley,0.02529647087882437
3,6,ridge,0.6432821862252547
4,6,ridge,0.5454990251045309
5,6,valley,-0.749179511403477
6,6,valley,-0.07449956334663457
7,6,ridge,0.35877248028330583
8,6,ridge,0.03535318550175248
9,6,ridge,0.7951134708471695
10,6,ridge,0.3385006119662805
11,6,ridge,0.8477312857409957
12,6,ridge,1.0741010166747573
13,6,ridge,-0.12021953973548527
14,6,ridge,0.708829342058888
15,6,valley,-0.3241591246210465
16,6,valley,-0.19779447504510572
17,6,valley,-0.8619255411857408
18,6,valley,-0.43062066927035064
19,6,valley,-0.4846410756255286
20,6,valley,-0.865227041804271
21,6,valley,-0.2868255787962134
22,6,valley,-1.3231376612717718
23,6,valley,-0.323893845184756
24,6,valley,-0.49087722479010076
25,6,valley,-0.5926178824579852
1,7,ridge,0.6982722077570245
2,7,valley,-0.619259088253919
3,7,valley,-0.6742246115698353
4,7,valley,-0.23188143151880333
5,7,ridge,-0.016331124416180454
6,7,ridge,1.0928170085942979
7,7,ridge,0.28053770747341256
8,7,valley,-0.6578214847758762
9,7,ridge,0.43158161927958894
10,7,valley,-0.21876524028733818
11,7,valley,-0.5725609609004956
12,7,ridge,0.7284599139690328
13,7,valley,-0.8837251239558188
14,7,valley,-0.1910389590018845
15,7,ridge,0.11704982747781814
16,7,valley,0.17869666858567015
17,7,ridge,0.5422390812883051
18,7,ridge,-0.11086709785885634
19,7,valley,-1.0835228597566187
20,7,valley,-1.6842296780711294
21,7,valley,-1.3622083587184246
22,7,valley,-0.14969334607863188
23,7,ridge,0.02387766487464746
24,7,valley,-0.5451580369415856
25,7,valley,-3.206528576519518
1,8,ridge,1.367985031816607
2,8,valley,-1.6536453345485693
3,8,valley,-0.5342447569527087
4,8,valley,0.012191563427569663
5,8,valley,-0.07616412211899591
6,8,valley,-0.21444778836697095
7,8,valley,-1.0113564900758623
8,8,valley,-0.35311530671301283
9,8,ridge,0.27074150657069423
10,8,valley,-0.20143277125490489
11,8,valley,-0.14707659562725767
12,8,ridge,0.21367491376748277
13,8,ridge,-0.12937199432136495
14,8,ridge,0.2754726221202077
15,8,ridge,0.7956672285819876
16,8,ridge,0.20680982457589808
17,8,ridge,0.6043682268223518
18,8,ridge,0.4403672971179805
19,8,valley,-1.1801480487358282
20,8,valley,-1.8242030988635758
21,8,valley,-1.6123712194984157
22,8,valley,-0.6937002028744503
23,8,valley,-1.0760072836409313
24,8,valley,-0.2365534922700388
25,8,ridge,4.578453730686739
1,9,valley,-0.6231199531031417
2,9,valley,-1.6497221607174224
3,9,valley,-0.9221771209705643
4,9,valley,-0.5906980219710236
5,9,ridge,0.3794730855814152
6,9,valley,-0.3400998611241484
7,9,valley,-0.4213983675797661
8,9,valley,-0.30410196554402924
9,9,valley,0.1107471550239485
10,9,valley,-0.20302760971652795
11,9,ridge,1.062776670714792
12,9,ridge,1.442058309509036
13,9,ridge,0.4636805355009534
14,9,ridge,0.07434594364792488
15,9,ridge,0.030321692992899957
16,9,ridge,0.21600193099354625
17,9,ridge,0.7914329312231433
18,9,ridge,0.2704039070839235
19,9,valley,-0.8925726072932563
20,9,valley,-1.1846298196047187
21,9,valley,-1.7234532060371006
22,9,valley,-1.3777221266707933
23,9,valley,-1.547859691655421
24,9,valley,0.11355811283234893
25,9,valley,-1.1242273703067514
1,10,ridge,1.2769771043910139
2,10,valley,-0.7230252472840601
3,10,valley,-1.2199810729307452
4,10,valley,0.12517138852721604
5,10,ridge,-0.032083662026647364
6,10,valley,-0.7393048217012926
7,10,valley,-0.23895703169679727
8,10,ridge,0.05151524914433933
9,10,ridge,-0.2902016985647007
10,10,valley,-0.14587503221568537
11,10,ridge,0.6104286356978699
12,10,ridge,0.2969024624830409
13,10,ridge,0.8720883942167852
14,10,ridge,0.3732695083101154
15,10,ridge,0.130296026698323
16,10,ridge,0.48280223105413456
17,10,ridge,1.0389670979909198
18,10,ridge,0.4774250041870834
19,10,valley,-1.1132471137224689
20,10,valley,-0.33738524552584437
21,10,valley,-1.4342150375732536
22,10,valley,-2.247545460697593
23,10,valley,-1.4622224316367896
24,10,valley,-1.252181541336692
25,10,valley,-0.9915932232791533
1,11,valley,-0.6586685643962257
2,11,valley,-0.5462158185878222
3,11,valley,-0.15402882925943062
4,11,valley,0.19888597444742526
5,11,ridge,0.13959023957610178
6,11,valley,-0.26088013044542624
7,11,ridge,0.16910240808440163
8,11,valley,-0.16007184270114605
9,11,valley,0.05119691262715648
10,11,ridge,0.6122499701192725
11,11,ridge,1.2600377602078348
12,11,ridge,-0.04172211021006911
13,11,ridge,1.3630177722758656
14,11,ridge,0.925748021667137
15,11,ridge,0.2853087535844874
16,11,valley,-0.5317893551594339
17,11,ridge,1.3706110706132424
18,11,ridge,0.9086176872795708
19,11,valley,-0.31890056642390796
20,11,valley,-1.2305558057109083
21,11,valley,-1.1858687384110573
22,11,valley,-0.5472081311111008
23,11,valley,-0.8580729075932194
24,11,valley,-0.737001996623937
25,11,valley,-3.871638990347953
1,12,ridge,0.44001447045545616
2,12,ridge,-0.08347686444366231
3,12,valley,-0.9221281922955674
4,12,valley,-0.03295095938656012
5,12,ridge,0.3309949364556316
6,12,valley,0.22518747523131372
7,12,ridge,0.37065431248307856
8,12,valley,-0.5191151080998903
9,12,valley,-0.1361714317438046
10,12,valley,-1.0481758113789703
11,12,valley,-0.15330758005425457
12,12,ridge,-0.1412772000564985
13,12,ridge,1.337262851263956
14,12,ridge,0.26132438035599276
15,12,valley,-0.28552536005377
16,12,valley,-0.403739765014115
17,12,ridge,0.9866482802911156
18,12,ridge,-0.48299449453632487
19,12,valley,-0.3885314588046115
20,12,valley,-0.5398200553630503
21,12,valley,-0.8899920164997752
22,12,valley,-0.4547300964148462
23,12,ridge,0.20012564695142349
24,12,valley,-0.2255400396025441
25,12,valley,-0.8404387942317055
1,13,ridge,1.3301438521999605
2,13,ridge,0.31204827265841534
3,13,valley,0.04911322110497007
4,13,valley,-0.6978809894391589
5,13,ridge,0.3445108355069706
6,13,valley,-0.15383587357217315
7,13,valley,-0.08623850792588378
8,13,valley,-0.4148464249513265
9,13,valley,-0.49987818720026633
10,13,valley,-0.1500913361501447
11,13,ridge,0.2631955964355708
12,13,valley,-0.6548920344352069
13,13,ridge,0.6532215425830753
14,13,ridge,0.9650441037241786
15,13,valley,-0.5808389793634524
16,13,valley,0.4628226959269285
17,13,valley,-0.8232268792787443
18,13,valley,-0.22906816489860887
19,13,valley,-0.9966411495031202
20,13,valley,-1.180500836588374
21,13,valley,-0.35922666372651396
22,13,ridge,0.9628309465622804
23,13,ridge,0.8942537621402759
24,13,ridge,-0.4228037623907444
25,13,valley,-0.08887617224675455
1,14,ridge,1.2091434566544077
2,14,ridge,1.337006638413024
3,14,ridge,-0.16964664109174932
4,14,ridge,0.8474349973100072
5,14,ridge,0.5610309277880359
6,14,valley,-0.312928196116668
7,14,valley,-0.8733644079780534
8,14,ridge,0.14542856206272084
9,14,valley,-0.5734075539355612
10,14,valley,-1.1198351786715055
11,14,valley,-0.5384921832751092
12,14,valley,-1.6889625088839813
13,14,valley,0.004651191039197589
14,14,ridge,0.5411366500770244
15,14,valley,-0.02978745678519512
16,14,valley,-0.2622882815705849
17,14,valley,-1.2292580597271698
18,14,valley,-0.10200256296281923
19,14,valley,-0.6587008611950065
20,14,valley,-1.4667191996243356
21,14,ridge,0.08556220997583389
22,14,ridge,1.161170651282193
23,14,ridge,1.6687931951333566
24,14,ridge,0.7542345010186337
25,14,ridge,0.7378020685014695
1,15,ridge,5.203155443256489
2,15,ridge,1.4254320281339297
3,15,ridge,0.12356485270884021
4,15,ridge,0.36681489099007514
5,15,ridge,0.4813245513172282
6,15,ridge,1.163012846696477
7,15,ridge,1.381253526389337
8,15,valley,0.06808228444045755
9,15,valley,-1.0138741072902357
10,15,valley,-0.8007210475493944
11,15,valley,-1.213843860264499
12,15,valley,-1.1879284310593319
13,15,ridge,0.06462244034664558
14,15,ridge,1.0873091180312806
15,15,valley,-0.5914291550144252
16,15,ridge,0.5917420272654084
17,15,ridge,0.5641943529049273
18,15,valley,0.18958383993225714
19,15,valley,-0.7235996611611812
20,15,valley,-1.5065380904367933
21,15,ridge,-0.05424213515670223
22,15,ridge,0.6681631300775654
23,15,ridge,0.4289136752883717
24,15,ridge,1.035972848208977
25,15,ridge,1.5445527299304864
1,16,valley,-0.6261822023753687
2,16,ridge,1.5996470623179009
3,16,ridge,0.26504140489839334
4,16,ridge,1.1020385017553438
5,16,ridge,0.7352059593065746
6,16,ridge,-0.46940555800087774
7,16,ridge,0.9464081202378243
8,16,ridge,0.39653139724302716
9,16,valley,-0.7563334000984376
10,16,valley,-0.2968187809928474
11,16,valley,-0.2862102928346449
12,16,valley,0.0739707780822243
13,16,ridge,0.45858022478810556
14,16,ridge,0.8775314878010909
15,16,valley,-0.2554023839822715
16,16,ridge,0.9824768474003138
17,16,ridge,0.22112910930164664
18,16,valley,-0.7600154036368866
19,16,valley,-1.1325108647091042
20,16,valley,-0.47314901606908905
21,16,ridge,0.3660618248754365
22,16,valley,-0.47513649989715356
23,16,ridge,-0.0022400231229874404
24,16,ridge,0.1337186650483471
25,16,ridge,1.7104741806512374
1,17,ridge,2.340298953247695
2,17,ridge,0.6821609518769698
3,17,ridge,0.8647204484560825
4,17,ridge,0.35585779788816774
5,17,ridge,0.3731830484519228
6,17,ridge,1.6042503765447744
7,17,ridge,1.0636437996652464
8,17,ridge,0.3468253453215409
9,17,ridge,0.15267127208911285
10,17,valley,-0.5418804448147887
11,17,valley,-1.4866319509449952
12,17,valley,-0.4640071766634955
13,17,ridge,0.92977584521724
14,17,ridge,0.5501612634481734
15,17,valley,0.06270685256412728
16,17,ridge,0.694867714379216
17,17,ridge,0.29162625807976067
18,17,ridge,-0.11438722615583541
19,17,ridge,0.5387999110140997
20,17,ridge,0.6750935504444909
21,17,valley,-0.10692705806358799
22,17,valley,0.0221455223308252
23,17,valley,-0.14240647893041708
24,17,valley,-1.0556610340565329
25,17,valley,-1.5353257687894053
1,18,valley,-0.29254999954686034
2,18,valley,-0.24821264990389394
3,18,ridge,0.28146213994065916
4,18,valley,-0.24053440109083818
5,18,ridge,0.8431817794229034
6,18,ridge,1.153912597316919
7,18,ridge,1.6687566415488337
8,18,ridge,1.1664480563235575
9,18,ridge,0.23935128872419661
10,18,valley,-0.7368228781312114
11,18,valley,-0.17082471332756605
12,18,valley,-0.3711021322921872
13,18,ridge,0.5136870443370198
14,18,ridge,0.30001940451564785
15,18,ridge,1.014925225001209
16,18,ridge,0.22376688737632744
17,18,ridge,1.1095386340886515
18,18,ridge,1.053591563296675
19,18,ridge,0.8217778007820464
